Title,Rarity,Edge,Mintage,Engraver,Times Issued,Composition,Currency,Demonetized,Diameter,Orientation,Shape,Type,Issuer,Technique,Thickness,Weight,Year,Historical Figure,Century
20 Francs - Baudouin I French text,3,Special,60000000.0,1,8,Bimetallic,Franc (1832-2001),1,25.65,Variable alignment ↺,0,Standard circulation coin,Belgium,Milled,2.27,8.5,1980.0,1,unknown
2 Dollars - Elizabeth II Polar bear,4,Special,375483000.0,1,14,Bimetallic,Canadian dollar (1858-date),0,28.0,Medal alignment ↑↑,0,Standard circulation coin,Canada - Royal Canadian Mint,Milled,1.8,7.3,1996.0,1,unknown
2 Dollars - Elizabeth II Nunavut,7,Special,20000.0,1,2,Bimetallic,Canadian dollar (1858-date),0,28.0,Medal alignment ↑↑,0,Circulating commemorative coin,Canada - Royal Canadian Mint,Milled,1.8,7.3,1999,1,19
2 Dollars - Elizabeth II Knowledge,7,Special,29847000.0,1,1,Bimetallic,Canadian dollar (1858-date),0,28.0,Medal alignment ↑↑,0,Circulating commemorative coin,Canada - Royal Canadian Mint,Milled,1.8,7.3,2000,1,20
"2 Dollars - Elizabeth II Polar bear, date bottom",8,Special,4120104.0,1,9,Bimetallic,Canadian dollar (1858-date),0,28.0,Medal alignment ↑↑,0,Standard circulation coin,Canada - Royal Canadian Mint,Milled,1.8,7.3,2003.0,1,unknown
10 Francs Stendhal,7,Special,4000.0,1,2,Bimetallic,New franc (1960-2001),1,26.0,Coin alignment ↑↓,0,Circulating commemorative coin,France,Milled,2.5,10.0,1983,0,19
5 Euro Cent,4,Smooth,456270000.0,1,46,Copper,Euro (2002-date),0,21.25,Medal alignment ↑↑,0,Standard circulation coin,Ireland,Milled,1.67,3.92,2002.0,0,unknown
10 Stotinki 2nd Coat of Arms; standard legend,5,Reeded,2000.0,0,2,Bimetallic,Third lev (1962-1999),1,17.0,Medal alignment ↑↑,0,Standard circulation coin,Bulgaria,Milled,1.1,1.6,1974.0,0,unknown
1 Florin - Franz Joseph I,10,Special,4725135.0,1,21,Silver,"Austro-Hungarian gulden (decimalized, 1857-1892)",1,29.24,Medal alignment ↑↑,0,Standard circulation coin,Austrian Empire,Milled,2.3,12.34,1872.0,1,unknown
10 Dollars - Elizabeth II 3rd Portrait - Australian Kookaburra - Silver Bullion Coin,91,Reeded,5000.0,0,2,Silver,Dollar (1966-date),0,50.3,Medal alignment ↑↑,0,Non-circulating coin,Australia,Milled,4.5,62.27,1991,1,19
1 Dirham - Hassan II 2nd portrait,4,Reeded,32850000.0,1,3,Bimetallic,Dirham (1960-date),0,24.0,Coin alignment ↑↓,0,Standard circulation coin,Morocco,Milled,1.75,6.0,1974,1,19
100 Francs La Fayette,9,Smooth,25000.0,1,3,Silver,New franc (1960-2001),1,31.0,Coin alignment ↑↓,0,Circulating commemorative coin,France,Milled,2.2,15.0,1987,0,19
"5 Cents - Elizabeth II 1st portrait, nickel",4,Smooth,5355028.0,1,8,Nickel,Canadian dollar (1858-date),0,21.234,Medal alignment ↑↑,1,Standard circulation coin,Canada - Royal Canadian Mint,Milled,1.7,4.54,1955.0,1,unknown
5 Cents - Elizabeth II,4,Plain,3000000.0,1,32,Bimetallic,Dollar (1973-date),0,21.0,Medal alignment ↑↑,0,Standard circulation coin,Barbados,Milled,1.67,3.75,1973.0,1,unknown
2 Cents SOUTH AFRICA - SUID AFRIKA,4,Reeded,35217000.0,1,35,Bronze,Rand (1961-date),0,22.45,Medal alignment ↑↑,0,Standard circulation coin,South Africa,Milled,1.71,4.0,1970.0,0,unknown
10 Centimes - Albert I Dutch text,5,Plain,5050000.0,1,9,Bimetallic,Franc (1832-2001),1,22.0,Coin alignment ↑↓,1,Standard circulation coin,Belgium,Milled,1.4,4.0,1911.0,1,unknown
25 Cents - Elizabeth II,4,Reeded,6000000.0,1,34,Bimetallic,Dollar (1973-date),0,23.6,Medal alignment ↑↑,0,Standard circulation coin,Barbados,Milled,1.82,5.65,1973.0,1,unknown
10 Francs - Mohammed V,4,Plain,40000000.0,1,1,Bronze,Franc (1921-1974),1,20.0,Coin alignment ↑↓,0,Standard circulation coin,Morocco,Milled,1.5,3.0,1951,1,19
50 Cents - Elizabeth II 2nd portrait,4,Reeded,60001000.0,1,4,Bimetallic,Dollar (1863-date),0,22.5,Medal alignment ↑↑,0,Standard circulation coin,Hong Kong,Milled,1.7,4.9,1977.0,1,unknown
"Dollar du Carnaval - Quebec City, Quebec",83,Milled,-1.0,0,0,Other,Canada - Local Dollar Tokens,1,33.0,Medal alignment ↑↑,0,Token/Medal,Canada,Milled,1.8,17.5,1980,0,19
20 Cents Afrikaans Legend - SUID-AFRIKA,7,Smooth,29210000.0,1,7,Nickel,Rand (1961-date),0,24.2,Medal alignment ↑↑,0,Standard circulation coin,South Africa,Milled,1.84,6.0,1965.0,0,unknown
20 Cents,4,Reeded,36500000.0,1,34,Bimetallic,Dollar (1967-date),0,23.6,Medal alignment ↑↑,0,Standard circulation coin,Singapore,Milled,1.778,5.66,1967.0,0,unknown
20 Centimes - Albert I,13,Smooth,1000000.0,0,2,Bimetallic,Franc (1887-1967),1,25.0,Coin alignment ↑↓,1,Standard circulation coin,Belgian Congo,Milled,1.74,5.92,1910.0,1,unknown
2 Stotinki 2nd Coat of Arms,5,Reeded,2000.0,0,3,Brass,Third lev (1962-1999),1,18.1,Medal alignment ↑↑,0,Standard circulation coin,Bulgaria,Milled,1.1,2.0,1974.0,0,unknown
2 Santimi,5,Smooth,35000000.0,1,5,Copper,New lats (1993-2013),1,17.0,Medal alignment ↑↑,0,Standard circulation coin,Latvia,Milled,1.2,1.9,1992.0,0,unknown
100 Vatu,10,Reeded,-1.0,0,0,Bimetallic,Vatu (1982-date),0,23.9,Medal alignment ↑↑,0,Standard circulation coin,Vanuatu,Milled,2.95,9.55,1988.0,0,unknown
1 Penny - George VI,5,Smooth,5552000.0,1,20,Bronze,Pound (1910-1966),-1,30.8,Medal alignment ↑↑,0,Standard circulation coin,Australia,Milled,1.75,9.45,1938.0,1,unknown
12 Euro - Juan Carlos I Don Quixote,25,Plain,1910900.0,0,1,Silver,Euro (2002-date),0,33.0,unknown,0,Non-circulating coin,Spain,Milled,1.8,18.0,2005,1,20
Follis - Arcadius SALVS REIPVBLICAE; Constantinopolis,64,Smooth,-1.0,0,0,Copper,Follis - Arcadius SALVS REIPVBLICAE; Constantinopolis,1,14.5,Coin alignment ↑↓,1,Standard circulation coin,Eastern Roman Empire,Hammered,1.8,1.0,388.0,1,unknown
100 Lirot Independence,92,Special,12500.0,0,1,Gold,Pound (1949-1960),1,33.0,unknown,0,Non-circulating coin,Israel,Milled,1.8,25.0,1969,0,19
10 Dollars - Elizabeth II King Canute,93,Reeded,-1.0,0,0,Silver,Dollar (1785-date),0,38.0,Medal alignment ↑↑,0,Non-circulating coin,British Virgin Islands,Milled,3.0,28.28,2008,1,20
5 Dollars - Elizabeth II Bermuda Quincentennial,93,Plain,2500.0,0,1,Silver,Dollar (1970-date),0,30.9,Medal alignment ↑↑,1,Non-circulating coin,Bermuda,Milled,2.0,14.5,2005,1,20
Tetradrachm - Gondophares - 12 BC-130 AD Province of Chach,93,Special,-1.0,0,0,Silver,Drachm (12 BC-225 AD),1,22.14,unknown,1,Standard circulation coin,Indo-Parthian Kingdom,Hammered,1.8,9.9,30.0,0,unknown
1 Silbergroschen - Wilhelm I,11,Smooth,-1.0,0,0,Bimetallic,Vereinsthaler (1821-1873),1,18.5,Medal alignment ↑↑,0,Standard circulation coin,Kingdom of Prussia,Milled,1.3,2.196,1861.0,1,unknown
1 Crown - Elizabeth II Gen. Dwight D. Eisenhower,91,Milled,-1.0,1,0,Bimetallic,Crown Coinage (1967-date),0,38.6,Medal alignment ↑↑,0,Non-circulating coin,Gibraltar,Milled,3.0,28.28,1998,1,19
10 Dollars - Elizabeth II 4th Portrait - Koala - Silver Bullion Coin,97,Milled,6556.0,0,1,Silver,Dollar (1966-date),0,75.5,Medal alignment ↑↑,0,Non-circulating coin,Australia,Milled,8.7,311.347,2009,1,20
50 Stotinki 1st Coat of Arms,6,Reeded,-1.0,0,0,Bimetallic,Third lev (1962-1999),1,23.0,Medal alignment ↑↑,0,Standard circulation coin,Bulgaria,Milled,1.4,4.0,1962,0,19
1 Euro - Benedictus XVI 1st map,30,Special,85000.0,1,4,Bimetallic,Euro (2002-date),0,23.25,Medal alignment ↑↑,0,Non-circulating coin,Vatican City,Milled,2.33,7.5,2006.0,1,unknown
25 Pesetas discus throw,5,Plain,65714000.0,1,2,Bimetallic,Peseta (1868-2001),1,19.5,Coin alignment ↑↓,1,Circulating commemorative coin,Spain,Milled,1.6,4.2,1990.0,1,unknown
5 Centimes - Albert I Dutch text,5,Plain,8032999.0,1,10,Bimetallic,Franc (1832-2001),1,19.0,Coin alignment ↑↓,1,Standard circulation coin,Belgium,Milled,1.21,2.5,1910.0,1,unknown
25 Øre - Frederik IX,4,Smooth,39141909.0,1,5,Bimetallic,Krone (1873-date),1,23.0,Medal alignment ↑↑,1,Standard circulation coin,Denmark,Milled,1.49,4.3,1966.0,1,unknown
2 Kharub - Abdulaziz & Muhammad III,19,Plain,-1.0,0,0,Copper,Rial (1567-1891),1,31.0,unknown,0,Standard circulation coin,Tunisia,Milled,2.0,11.3,1289.0,1,unknown
2 Euro - Benedictus XVI 1st map,29,Letter,85000.0,1,4,Bimetallic,Euro (2002-date),0,25.75,Medal alignment ↑↑,0,Non-circulating coin,Vatican City,Milled,2.2,8.5,2006.0,1,unknown
2 Centimes - Napoleon III,7,Smooth,657550.0,1,32,Bronze,Franc (1795-1959),1,20.2,Coin alignment ↑↓,0,Standard circulation coin,France,Milled,0.8,2.0,1853.0,1,unknown
